Pole Number,Number of Locations,Location 1,Location 2,Location 3,Action Needed
LAW.P.A732,2,41 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,16 KHULULEKA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.A733,2,37 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,14 KHULULEKA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.A734,3,10 KHULULEKA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,37 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,35 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.A735,3,6 KHULULEKA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,33 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,31 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.A736,2,29 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,31 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.A737,3,6 KHULULEKA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,4 KHULULEKA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,8 KHULULEKA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.A742,2,4 KHULULEKA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,4 KWENA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.A743,2,5 KHULULEKA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,3 KHULULEKA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.A744,2,7 KHULULEKA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,10 KWENA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.A746,2,14 DICHABA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,23 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.A747,3,11 KABELO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,14 DICHABA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,12 DICHABA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.A748,4,11 KABELO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,10 DICHABA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,12 DICHABA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.A749,4,5 KABELO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,6 DICHABA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,7 KABELO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.A750,2,5 KABELO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,6 DICHABA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.A751,4,2 DICHABA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,1 KABELO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,4 DICHABA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.A752,2,1 KWENA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,2 DICHABA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.A756,4,32 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,261 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,259 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.A757,5,263 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,258 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,265 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.A758,4,38 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,267 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,269 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.A759,2,42 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,271 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.A760,3,275 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,277 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,46 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.A761,4,279 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,52 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,50 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.A762,4,285 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,56 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,283 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.A766,2,7 EUCALYPTUS STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,291 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.A770,2,60 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,62 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.A771,2,62 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,64 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.A772,3,1 EUCALYPTUS STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,28 KHULULEKA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,3 EUCALYPTUS STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.A774,4,272 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,9 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,270 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.A775,3,7 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,6287 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,264 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.A776,2,6412 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,5 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.A779,2,235 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,20 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.A780,2,16 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,235 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.A783,2,4 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,235 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.A784,3,2 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,4 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,3 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.A785,2,5 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,3 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.A787,3,233 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,235 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,9 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.A788,3,11 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,229 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,13 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.A789,4,17 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,225 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,227 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.A790,2,223 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,19 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.A791,2,23 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,21 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.A793,3,14 PANDA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,19 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,21 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.A794,4,14 PANDA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,13 DICHABA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,12 PANDA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.A795,4,10 PANDA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,9 DICHABA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,12 PANDA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.A796,4,7 DICHABA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,5 DICHABA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,6 PANDA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.A797,4,2 PANDA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,3 DICHABA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,4 PANDA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.A799,2,11 PANDA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,15 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.A800,2,16 KEREKE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,9 PANDA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.A802,2,3 PANDA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,5 PANDA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.A804,2,13 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,15 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.A805,4,9 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,12 KEREKE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,11 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.A806,2,5 KEREKE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,12 KEREKE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.A807,4,7 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,8 KEREKE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,5 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.A808,2,1 NTSOOA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,2 KEREKE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.A846,2,1 KWENA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,"SIXTH AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.37418921193929, 27.80438818673857]",,Verify correct location
LAW.P.A847,2,1 KWENA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,"FOURTH AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.37412853711775, 27.804745512347793]",,Verify correct location
LAW.P.A848,2,1 KWENA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,"FOURTH AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.37408548609872, 27.80507412236615]",,Verify correct location
LAW.P.A850,2,1 KWENA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,"FOURTH AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.373974971847566, 27.805718510622786]",,Verify correct location
LAW.P.A886,2,"FOURTH AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.372504692821998, 27.80392356827523]","FOURTH AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.372488322109803, 27.804033388376084]",,Verify correct location
LAW.P.B192,4,11 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,15 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,13 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B193,3,9 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,6407 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,15 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B195,4,6403 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,274 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,19 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B196,3,23 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,21 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,278 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B197,3,31 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,282 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,280 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B198,2,6402 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,31 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.B199,4,29 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,6401 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,23 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B200,3,6397 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,284 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,282 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B202,3,6298 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,41 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,286 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B203,3,43 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,290 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,33 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B204,4,6394 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,37 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,39 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B205,2,292 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,294 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.B207,2,296 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,20 EUCALYPTUS STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.B209,3,49 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,6386 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,51 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.B210,4,55 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,298 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,296 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.B211,3,57 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,6306 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,302 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.B212,5,6384 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,302 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,304 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.B213,4,61 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,6383 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,63 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.B223,2,2 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,1 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.B224,3,14 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,5 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,12 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B225,2,1 MAHLANGU CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,252 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.B231,2,250 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,3 MAHLANGU CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.B232,3,250 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,3 MAHLANGU CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,5 MAHLANGU CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B233,2,7 MAHLANGU CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,246 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.B234,4,9 MAHLANGU CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,242 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,7 MAHLANGU CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B237,3,17 MAHLANGU CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,234 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,19 MAHLANGU CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B239,3,228 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,23 MAHLANGU CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,230 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B240,4,226 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,25 MAHLANGU CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,224 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B241,3,29 MAHLANGU CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,222 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,31 MAHLANGU CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B242,4,221 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,35 MAHLANGU CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,33 MAHLANGU CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B243,2,214 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,37 MAHLANGU CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.B245,2,212 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,41 MAHLANGU CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.B246,3,43 MAHLANGU CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,210 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,41 MAHLANGU CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B253,2,64 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,77 MAHLANGU CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.B254,2,62 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,60 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.B256,2,50 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,48 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.B257,3,42 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,44 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,46 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B258,3,34 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,40 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,38 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B259,3,26 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,32 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,30 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B260,3,18 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,20 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,24 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B261,4,16 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,12 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,10 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B263,2,193 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,49 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.B265,2,41 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,43 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.B266,2,203 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,37 MOTAUNG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.B268,2,211 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,213 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.B269,3,217 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,213 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,215 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B336,2,19 TIYANI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,17 TIYANI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.B337,3,34 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,19 TIYANI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,141 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B338,3,23 TIYANI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,21 TIYANI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,38 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B339,3,25 TIYANI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,42 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,27 TIYANI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.B340,3,44 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,29 TIYANI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,31 TIYANI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
